date,tbill,AAA,A-,BBB-,BB-
21-10-01,0.0476,0.061,0.069,0.1051,0.1051
22-10-01,0.0472,0.0604,0.0684,0.1045,0.1045
23-10-01,0.0477,0.0609,0.0689,0.105,0.105
24-10-01,0.049,0.062,0.07,0.106,0.106
25-10-01,0.0498,0.0626,0.0706,0.1066,0.1066
26-10-01,0.0498,0.0628,0.0708,0.1068,0.1068
27-10-01,0.0498,0.0627,0.0708,0.1068,0.1068
28-10-01,0.0498,0.0627,0.0708,0.1068,0.1068
29-10-01,0.0498,0.0628,0.0709,0.1069,0.1069
30-10-01,0.0503,0.0632,0.0713,0.1073,0.1073
31-10-01,0.0498,0.063,0.0711,0.107,0.107
01-11-01,0.0487,0.0622,0.0703,0.1061,0.1061
02-11-01,0.0479,0.0617,0.0698,0.1057,0.1057
03-11-01,0.0479,0.0617,0.0698,0.1057,0.1057
04-11-01,0.0479,0.0617,0.0698,0.1057,0.1057
05-11-01,0.0486,0.062,0.0701,0.106,0.106
06-11-01,0.0483,0.0616,0.0697,0.1056,0.1056
07-11-01,0.0487,0.0616,0.0697,0.1056,0.1056
08-11-01,0.0487,0.0616,0.0697,0.1056,0.1056
09-11-01,0.049,0.0618,0.0699,0.1058,0.1058
10-11-01,0.049,0.0613,0.0699,0.1058,0.1058
11-11-01,0.049,0.0613,0.0699,0.1058,0.1058
12-11-01,0.0494,0.0616,0.0702,0.1061,0.1061
13-11-01,0.0495,0.0617,0.0703,0.1062,0.1062
14-11-01,0.0525,0.0636,0.0722,0.1081,0.1081
15-11-01,0.0553,0.0654,0.074,0.1099,0.1099
16-11-01,0.0559,0.0661,0.0745,0.1104,0.1104
17-11-01,0.0559,0.0658,0.0744,0.1104,0.1104
18-11-01,0.0559,0.0658,0.0744,0.1104,0.1104
19-11-01,0.0563,0.0661,0.0747,0.1107,0.1107
20-11-01,0.0555,0.0653,0.0739,0.1099,0.1099
21-11-01,0.0568,0.0664,0.075,0.111,0.111
22-11-01,0.0589,0.0681,0.0767,0.1127,0.1127
23-11-01,0.0582,0.0678,0.0764,0.1124,0.1124
24-11-01,0.0582,0.0678,0.0765,0.1124,0.1124
25-11-01,0.0582,0.0678,0.0765,0.1124,0.1124
26-11-01,0.0589,0.0685,0.0772,0.1131,0.1131
27-11-01,0.0592,0.0687,0.0774,0.1133,0.1133
28-11-01,0.057,0.0669,0.0756,0.1114,0.1114
29-11-01,0.0578,0.0676,0.0763,0.1121,0.1121
30-11-01,0.0568,0.0664,0.0751,0.111,0.111
01-12-01,0.0568,0.0661,0.0751,0.111,0.111
02-12-01,0.0568,0.0661,0.0751,0.111,0.111
03-12-01,0.0561,0.0653,0.0743,0.1101,0.1101
04-12-01,0.0572,0.0663,0.0753,0.1111,0.1111
05-12-01,0.0584,0.0673,0.0763,0.1122,0.1122
06-12-01,0.0614,0.0697,0.0787,0.1146,0.1146
07-12-01,0.0618,0.07,0.079,0.1148,0.1148
08-12-01,0.0618,0.0699,0.079,0.1148,0.1148
09-12-01,0.0618,0.0699,0.079,0.1148,0.1148
10-12-01,0.062,0.0703,0.0794,0.1152,0.1152
11-12-01,0.0613,0.0696,0.0787,0.1145,0.1145
12-12-01,0.0615,0.0692,0.0783,0.1144,0.1144
13-12-01,0.0608,0.0683,0.0774,0.1135,0.1135
14-12-01,0.0594,0.067,0.0761,0.1122,0.1122
15-12-01,0.0594,0.0672,0.0763,0.1122,0.1122
16-12-01,0.0594,0.0672,0.0763,0.1122,0.1122
17-12-01,0.0589,0.0667,0.0758,0.1119,0.1119
18-12-01,0.0579,0.0656,0.0747,0.1108,0.1108
19-12-01,0.0583,0.0659,0.075,0.1112,0.1112
20-12-01,0.0588,0.0664,0.0755,0.1117,0.1117
21-12-01,0.0587,0.0664,0.0755,0.1117,0.1117
22-12-01,0.0587,0.0664,0.0755,0.1117,0.1117
23-12-01,0.0587,0.0664,0.0755,0.1117,0.1117
24-12-01,0.0587,0.0664,0.0755,0.1117,0.1117
25-12-01,0.0587,0.0664,0.0755,0.1117,0.1117
26-12-01,0.0581,0.0659,0.075,0.1112,0.1112
27-12-01,0.0584,0.0662,0.0753,0.1115,0.1115
28-12-01,0.0591,0.0667,0.0758,0.112,0.112
29-12-01,0.0591,0.0667,0.0758,0.112,0.112
30-12-01,0.0591,0.0667,0.0758,0.112,0.112
31-12-01,0.0591,0.0667,0.0758,0.112,0.112
01-1-02,0.0591,0.0667,0.0758,0.112,0.112
02-1-02,0.0615,0.0685,0.0776,0.1139,0.1139
03-1-02,0.0617,0.0686,0.0777,0.114,0.114
04-1-02,0.0617,0.0682,0.0773,0.1135,0.1135
05-1-02,0.0617,0.0682,0.0773,0.1135,0.1135
06-1-02,0.0617,0.0682,0.0773,0.1135,0.1135
07-1-02,0.0615,0.0678,0.0769,0.113,0.113
08-1-02,0.0621,0.068,0.0771,0.1133,0.1133
09-1-02,0.0615,0.0681,0.0772,0.1134,0.1134
10-1-02,0.0614,0.0679,0.077,0.1132,0.1132
11-1-02,0.06,0.0666,0.0757,0.1119,0.1119
12-1-02,0.06,0.0668,0.0758,0.1119,0.1119
13-1-02,0.06,0.0668,0.0758,0.1119,0.1119
14-1-02,0.0606,0.0673,0.0763,0.1123,0.1123
15-1-02,0.0602,0.0668,0.0758,0.1118,0.1118
16-1-02,0.0598,0.0664,0.0754,0.1115,0.1115
17-1-02,0.0596,0.0661,0.0751,0.1112,0.1112
18-1-02,0.0596,0.0661,0.0751,0.1112,0.1112
19-1-02,0.0596,0.0661,0.0751,0.1112,0.1112
20-1-02,0.0596,0.0661,0.0751,0.1112,0.1112
21-1-02,0.0596,0.0661,0.0751,0.1112,0.1112
22-1-02,0.0605,0.0669,0.0759,0.1119,0.1119
23-1-02,0.0608,0.0669,0.0759,0.1119,0.1119
24-1-02,0.0615,0.0674,0.0764,0.1124,0.1124
25-1-02,0.0612,0.0671,0.0761,0.1121,0.1121
26-1-02,0.0612,0.0671,0.0761,0.1121,0.1121
27-1-02,0.0612,0.0671,0.0761,0.1121,0.1121
28-1-02,0.0618,0.0675,0.0765,0.1125,0.1125
29-1-02,0.0615,0.0672,0.0762,0.1122,0.1122
30-1-02,0.0605,0.0664,0.0754,0.1114,0.1114
31-1-02,0.0603,0.0662,0.0752,0.1112,0.1112
01-2-02,0.0595,0.0655,0.0745,0.1104,0.1104
02-2-02,0.0595,0.0656,0.0745,0.1104,0.1104
03-2-02,0.0595,0.0656,0.0745,0.1104,0.1104
04-2-02,0.0595,0.0657,0.0746,0.1105,0.1105
05-2-02,0.0592,0.0657,0.0746,0.1105,0.1105
06-2-02,0.0594,0.0658,0.0747,0.1106,0.1106
07-2-02,0.0585,0.0651,0.074,0.11,0.11
08-2-02,0.059,0.0655,0.0744,0.1105,0.1105
09-2-02,0.059,0.0654,0.0743,0.1105,0.1105
10-2-02,0.059,0.0654,0.0743,0.1105,0.1105
11-2-02,0.059,0.0654,0.0743,0.1105,0.1105
12-2-02,0.059,0.0654,0.0743,0.1105,0.1105
13-2-02,0.059,0.0654,0.0743,0.1105,0.1105
14-2-02,0.06,0.0662,0.0751,0.1113,0.1113
15-2-02,0.0599,0.0661,0.075,0.1111,0.1111
16-2-02,0.0599,0.0661,0.075,0.1111,0.1111
17-2-02,0.0599,0.0661,0.075,0.1111,0.1111
18-2-02,0.0597,0.066,0.0749,0.111,0.111
19-2-02,0.0595,0.0658,0.0747,0.1109,0.1109
20-2-02,0.0596,0.0658,0.0747,0.1109,0.1109
21-2-02,0.0593,0.0655,0.0744,0.1106,0.1106
22-2-02,0.0593,0.0655,0.0744,0.1106,0.1106
23-2-02,0.0593,0.0655,0.0744,0.1106,0.1106
24-2-02,0.0593,0.0655,0.0744,0.1106,0.1106
25-2-02,0.0589,0.0651,0.074,0.1102,0.1102
26-2-02,0.0585,0.0646,0.0735,0.1099,0.1099
27-2-02,0.0585,0.0646,0.0735,0.1099,0.1099
28-2-02,0.0571,0.0633,0.0722,0.1087,0.1087
01-3-02,0.0571,0.0633,0.0722,0.1087,0.1087
02-3-02,0.0571,0.0635,0.0723,0.1087,0.1087
03-3-02,0.0571,0.0635,0.0723,0.1087,0.1087
04-3-02,0.059,0.0652,0.074,0.1102,0.1102
05-3-02,0.0593,0.0654,0.0742,0.1103,0.1103
06-3-02,0.0605,0.0662,0.075,0.111,0.111
07-3-02,0.0605,0.0661,0.0749,0.111,0.111
08-3-02,0.0619,0.0665,0.0753,0.1115,0.1115
09-3-02,0.0619,0.067,0.0752,0.1115,0.1115
10-3-02,0.0619,0.067,0.0752,0.1115,0.1115
11-3-02,0.0622,0.0671,0.0753,0.1113,0.1113
12-3-02,0.0623,0.0672,0.0754,0.1111,0.1111
13-3-02,0.0635,0.068,0.0762,0.1116,0.1116
14-3-02,0.0636,0.068,0.0762,0.1116,0.1116
15-3-02,0.0644,0.0686,0.0768,0.1123,0.1123
16-3-02,0.0644,0.0688,0.0769,0.1123,0.1123
17-3-02,0.0644,0.0688,0.0769,0.1123,0.1123
18-3-02,0.064,0.0684,0.0765,0.1119,0.1119
19-3-02,0.0655,0.0696,0.0777,0.1129,0.1129
20-3-02,0.0648,0.0691,0.0772,0.1122,0.1122
21-3-02,0.0648,0.0691,0.0772,0.1122,0.1122
22-3-02,0.0646,0.0689,0.077,0.112,0.112
23-3-02,0.0646,0.069,0.077,0.112,0.112
24-3-02,0.0646,0.069,0.077,0.112,0.112
25-3-02,0.0644,0.0688,0.0768,0.1118,0.1118
26-3-02,0.0648,0.0692,0.0772,0.1121,0.1121
27-3-02,0.0646,0.069,0.077,0.1119,0.1119
28-3-02,0.0637,0.0683,0.0763,0.1111,0.1111
29-3-02,0.0639,0.0682,0.0762,0.111,0.111
30-3-02,0.0639,0.0681,0.0761,0.111,0.111
31-3-02,0.0639,0.0681,0.0761,0.111,0.111
01-4-02,0.0646,0.0688,0.0768,0.1116,0.1116
02-4-02,0.0653,0.0694,0.0774,0.1121,0.1121
03-4-02,0.0649,0.0696,0.0776,0.1123,0.1123
04-4-02,0.0652,0.0698,0.0778,0.1125,0.1125
05-4-02,0.0652,0.0698,0.0778,0.1125,0.1125
06-4-02,0.0652,0.0698,0.0778,0.1125,0.1125
07-4-02,0.0652,0.0698,0.0778,0.1125,0.1125
08-4-02,0.0652,0.0698,0.0778,0.1125,0.1125
09-4-02,0.0658,0.0704,0.0784,0.113,0.113
10-4-02,0.0652,0.0698,0.0778,0.1124,0.1124
11-4-02,0.0653,0.0699,0.0779,0.1125,0.1125
12-4-02,0.0648,0.0694,0.0774,0.112,0.112
13-4-02,0.0648,0.0694,0.0774,0.112,0.112
14-4-02,0.0648,0.0694,0.0774,0.112,0.112
15-4-02,0.0646,0.0693,0.0773,0.1119,0.1119
16-4-02,0.0651,0.0698,0.0778,0.1123,0.1123
17-4-02,0.0651,0.0698,0.0778,0.1123,0.1123
18-4-02,0.0649,0.0696,0.0776,0.1121,0.1121
19-4-02,0.0647,0.0694,0.0774,0.1119,0.1119
20-4-02,0.0647,0.0694,0.0774,0.1119,0.1119
21-4-02,0.0647,0.0694,0.0774,0.1119,0.1119
22-4-02,0.0649,0.0696,0.0776,0.112,0.112
23-4-02,0.0647,0.0694,0.0774,0.1118,0.1118
24-4-02,0.0644,0.0692,0.0772,0.1116,0.1116
25-4-02,0.064,0.0691,0.0771,0.1115,0.1115
26-4-02,0.0637,0.0688,0.0768,0.1112,0.1112
27-4-02,0.0637,0.0688,0.0768,0.1112,0.1112
28-4-02,0.0637,0.0688,0.0768,0.1112,0.1112
29-4-02,0.0633,0.0685,0.0765,0.1108,0.1108
30-4-02,0.0633,0.0685,0.0765,0.1108,0.1108
01-5-02,0.0633,0.0685,0.0765,0.1108,0.1108
02-5-02,0.0631,0.0683,0.0763,0.1106,0.1106
03-5-02,0.0628,0.068,0.076,0.1103,0.1103
04-5-02,0.0628,0.0681,0.076,0.1103,0.1103
05-5-02,0.0628,0.0681,0.076,0.1103,0.1103
06-5-02,0.0629,0.0682,0.0761,0.1104,0.1104
07-5-02,0.0634,0.0687,0.0766,0.1109,0.1109
08-5-02,0.0638,0.0691,0.077,0.1113,0.1113
09-5-02,0.064,0.0693,0.0772,0.1115,0.1115
10-5-02,0.0629,0.0682,0.0761,0.1104,0.1104
11-5-02,0.0629,0.0683,0.0762,0.1104,0.1104
12-5-02,0.0629,0.0683,0.0762,0.1104,0.1104
13-5-02,0.0625,0.0679,0.0758,0.11,0.11
14-5-02,0.0624,0.0678,0.0757,0.1099,0.1099
15-5-02,0.0632,0.0686,0.0765,0.1107,0.1107
16-5-02,0.0631,0.0685,0.0764,0.1106,0.1106
17-5-02,0.0632,0.0686,0.0765,0.1106,0.1106
18-5-02,0.0632,0.0685,0.0764,0.1106,0.1106
19-5-02,0.0632,0.0685,0.0764,0.1106,0.1106
20-5-02,0.0632,0.0685,0.0764,0.1106,0.1106
21-5-02,0.0628,0.0681,0.076,0.1102,0.1102
22-5-02,0.0633,0.0685,0.0764,0.1106,0.1106
23-5-02,0.0631,0.0683,0.0762,0.1103,0.1103
24-5-02,0.0631,0.0683,0.0762,0.1103,0.1103
25-5-02,0.0631,0.0683,0.0762,0.1103,0.1103
26-5-02,0.0631,0.0683,0.0762,0.1103,0.1103
27-5-02,0.0631,0.0683,0.0762,0.1103,0.1103
28-5-02,0.0632,0.0683,0.0762,0.1103,0.1103
29-5-02,0.0628,0.0678,0.0757,0.1099,0.1099
30-5-02,0.0615,0.0666,0.0745,0.1086,0.1086
31-5-02,0.0614,0.0665,0.0744,0.1085,0.1085
01-6-02,0.0614,0.0665,0.0744,0.1085,0.1085
02-6-02,0.0614,0.0665,0.0744,0.1085,0.1085
03-6-02,0.0614,0.0665,0.0744,0.1085,0.1085
04-6-02,0.0608,0.066,0.0739,0.108,0.108
05-6-02,0.061,0.0661,0.074,0.1081,0.1081
06-6-02,0.061,0.0661,0.074,0.1081,0.1081
07-6-02,0.0605,0.0658,0.0737,0.1077,0.1077
08-6-02,0.0605,0.0658,0.0737,0.1077,0.1077
09-6-02,0.0605,0.0658,0.0737,0.1077,0.1077
10-6-02,0.0606,0.0659,0.0738,0.1078,0.1078
11-6-02,0.0608,0.0662,0.0741,0.1081,0.1081
12-6-02,0.0609,0.0663,0.0742,0.1082,0.1082
13-6-02,0.0609,0.0663,0.0742,0.1082,0.1082
14-6-02,0.0608,0.0663,0.0742,0.1082,0.1082
15-6-02,0.0608,0.0663,0.0742,0.1082,0.1082
16-6-02,0.0608,0.0663,0.0742,0.1082,0.1082
17-6-02,0.0598,0.0655,0.0734,0.1074,0.1074
18-6-02,0.0595,0.0652,0.0731,0.1071,0.1071
19-6-02,0.0589,0.0647,0.0726,0.1066,0.1066
20-6-02,0.0589,0.0647,0.0726,0.1066,0.1066
21-6-02,0.0586,0.0645,0.0724,0.1064,0.1064
22-6-02,0.0586,0.0645,0.0724,0.1064,0.1064
23-6-02,0.0586,0.0645,0.0724,0.1064,0.1064
24-6-02,0.0583,0.0642,0.0721,0.1061,0.1061
25-6-02,0.0575,0.0636,0.0715,0.1055,0.1055
26-6-02,0.0552,0.062,0.0699,0.1038,0.1038
27-6-02,0.0561,0.0629,0.0708,0.1047,0.1047
28-6-02,0.0566,0.0634,0.0713,0.1051,0.1051
29-6-02,0.0566,0.0634,0.0713,0.1051,0.1051
30-6-02,0.0566,0.0634,0.0713,0.1051,0.1051
01-7-02,0.0566,0.0634,0.0713,0.1051,0.1051
02-7-02,0.0562,0.0631,0.071,0.1048,0.1048
03-7-02,0.0566,0.0633,0.0712,0.105,0.105
04-7-02,0.0576,0.0643,0.0722,0.106,0.106
05-7-02,0.0591,0.0651,0.073,0.1071,0.1071
06-7-02,0.0591,0.0653,0.0731,0.1071,0.1071
07-7-02,0.0591,0.0653,0.0731,0.1071,0.1071
08-7-02,0.0586,0.0648,0.0726,0.1066,0.1066
09-7-02,0.0593,0.0654,0.0732,0.1072,0.1072
10-7-02,0.0591,0.0652,0.073,0.107,0.107
11-7-02,0.058,0.0643,0.0721,0.1061,0.1061
12-7-02,0.0588,0.0652,0.073,0.1069,0.1069
13-7-02,0.0588,0.0651,0.0729,0.1069,0.1069
14-7-02,0.0588,0.0651,0.0729,0.1069,0.1069
15-7-02,0.0584,0.0647,0.0725,0.1065,0.1065
16-7-02,0.0583,0.0646,0.0724,0.1065,0.1065
17-7-02,0.0583,0.0646,0.0724,0.1065,0.1065
